2021,Karel,Chwistek,7,0,0,7,7,0,21,105,83.17%,Silver,medal
2021,Michal,Janík,4,0,0,0,0,0,4,439,29.13%
2021,Jiří,Kalvoda,7,0,0,4,7,0,18,156,74.92%,Bronze,medal
2021,Magdaléna,Mišinová,7,0,1,7,7,0,22,63,89.97%,Silver,medal
2021,Samuel,Rosiar,7,0,0,7,7,0,21,105,83.17%,Silver,medal
2021,Matouš,Šafránek,7,7,0,7,7,7,35,10,98.54%,Gold,medal
2020,Karel,Chwistek,7,0,4,7,7,0,25,131,78.86%,Silver,medal
2020,Viktor,Fukala,7,2,0,7,0,0,16,272,55.93%,Bronze,medal
2020,Jonáš,Havelka,0,1,0,7,7,1,16,272,55.93%,Bronze,medal
2020,Václav,Janáček,7,1,7,7,7,1,30,50,92.03%,Silver,medal
2020,Magdaléna,Mišinová,7,0,0,7,7,1,22,181,70.73%,Bronze,medal
2020,Samuel,Rosiar,7,7,7,7,7,1,36,4,99.51%,Gold,medal
2019,Karel,Chwistek,4,0,0,0,7,0,11,386,37.90%,Honourable,mention
2019,Matěj,Doležálek,7,1,0,7,7,0,22,168,73.06%,Bronze,medal
2019,Václav,Janáček,7,0,1,5,7,0,20,245,60.65%,Bronze,medal
2019,Lenka,Kopfová,7,1,0,7,7,0,22,168,73.06%,Bronze,medal
2019,Josef,Minařík,7,0,0,7,7,0,21,214,65.65%,Bronze,medal
2019,Dominik,Stejskal,3,0,0,0,7,0,10,402,35.32%,Honourable,mention
2018,Matěj,Doležálek,7,4,0,0,2,0,13,320,46.21%,Honourable,mention
2018,Pavel,Hudec,7,5,0,7,7,1,27,111,81.45%,Silver,medal
2018,Lenka,Kopfová,7,3,0,7,1,1,19,215,63.91%,Bronze,medal
2018,Danil,Koževnikov,7,7,0,7,7,0,28,87,85.50%,Silver,medal
2018,Radek,Olšák,1,0,0,7,1,1,10,368,38.11%,Honourable,mention
2018,Martin,Raška,7,3,0,7,1,0,18,228,61.72%,Bronze,medal
2017,Filip,Bialas,7,3,0,7,7,0,24,49,92.18%,Silver,medal
2017,Pavel,Hudec,7,3,4,7,1,0,22,72,88.44%,Silver,medal
2017,Danil,Koževnikov,7,7,0,3,1,0,18,139,77.52%,Bronze,medal
2017,Jan,Petr,7,3,0,7,0,0,17,188,69.54%,Bronze,medal
2017,Martin,Raška,7,3,0,3,0,0,13,390,36.64%,Honourable,mention
2017,Pavel,Turek,7,7,0,7,7,0,28,14,97.88%,Gold,medal
2016,Filip,Bialas,7,7,0,7,7,0,28,45,92.68%,Silver,medal
2016,Pišťák,Daniel,1,0,0,5,0,0,6,469,22.13%
2016,Pavel,Hudec,7,7,0,7,0,7,28,45,92.68%,Silver,medal
2016,Jakub,Löwit,7,1,0,3,0,0,11,379,37.10%,Honourable,mention
2016,Marian,Poljak,7,1,0,7,0,0,15,281,53.41%,Honourable,mention
2016,Pavel,Turek,7,7,0,7,0,0,21,146,75.87%,Bronze,medal
2015,Vojtěch,Dvořák,7,1,0,0,0,0,8,394,31.77%,Honourable,mention
2015,Matěj,Konečný,7,1,0,2,1,0,11,322,44.27%,Honourable,mention
2015,Marian,Poljak,6,0,0,7,1,0,14,257,55.56%,Bronze,medal
2015,Jan,Soukup,7,0,0,1,1,0,9,365,36.81%,Honourable,mention
2015,Radovan,Švarc,4,1,0,7,3,0,15,217,62.50%,Bronze,medal
2015,Pavel,Turek,7,2,0,7,1,0,17,160,72.40%,Bronze,medal
2014,Filip,Bialas,7,7,0,7,0,0,21,163,71.02%,Bronze,medal
2014,Martin,Hora,7,4,0,7,0,0,18,238,57.60%,Bronze,medal
2014,Viktor,Němeček,3,4,0,7,7,0,21,163,71.02%,Bronze,medal
2014,Tomáš,Novotný,6,7,0,7,4,0,24,102,81.93%,Silver,medal
2014,Radovan,Švarc,7,6,0,7,0,0,20,200,64.40%,Bronze,medal
2014,Pavel,Turek,7,6,0,7,0,0,20,200,64.40%,Bronze,medal
